SL NO,From Date,PM2.5,PM10,NO,NO2,Nox,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,WS,WD,SR,BP,AT,RF
185,25-02-2019 16:00,42.31,104.16,1.27,14.45,17.54,22.36,15.02,0.47,18.73,0.76,None,0.29,1.62,250.91,None,1000.1,26.62,0
186,25-02-2019 17:00,51.92,117.17,3.23,31.67,39.21,22.27,20.41,1.19,43.12,1.08,None,0.57,0.54,199.44,None,1000.49,24.87,0
187,25-02-2019 18:00,100.43,200.09,15.61,42.71,71.41,23.97,21.52,2.91,13.79,5.5,0.05,4.44,0.57,126.33,None,1001,22.84,0
188,25-02-2019 19:00,287.93,491.91,64.42,53.68,163.55,22.93,21.19,3.12,11.48,7.21,None,3.21,0.77,116.01,None,1001.96,22.21,0
189,25-02-2019 20:00,207.27,385.13,76.68,35.13,163.39,23.27,20.42,4.25,13.7,10.18,None,4.54,0.53,119.96,None,1002.47,20.62,0
190,25-02-2019 21:00,263.23,475.44,75.58,26.36,152.44,24.66,19.24,3.57,11.04,12.9,None,5.18,0.42,127.92,None,1002.9,19.55,0
191,25-02-2019 22:00,223.21,387.19,96.26,29.78,189.85,30.93,18.71,2.77,12.21,8.55,None,4.17,1.59,102.34,0.83,985.2,18.19,0
192,25-02-2019 23:00,183,327.58,107.03,31.34,209.57,31.63,17.86,2.2,10.73,7.8,None,3.56,0.59,85.94,None,1002.83,17.83,0
193,26-02-2019 00:00,158.81,322.44,112.05,25.43,205.09,30.13,17.27,1.53,13.72,5.54,None,2.61,0.49,160.76,None,1002.65,16.94,0
194,26-02-2019 01:00,148,285.64,111.57,16.1,200.42,31.16,16.5,1.32,10.86,4.46,None,1.87,0.34,226.86,None,1002.51,16.45,0
195,26-02-2019 02:00,116.5,207.5,109.4,14.49,195.08,27.29,16.5,1.17,11.09,4.05,None,1.67,0.47,131.32,None,1002.37,16.38,0
196,26-02-2019 03:00,102.58,203.94,108.29,13.15,191.91,27.51,16.3,1.03,11.22,3.05,None,1.49,0.54,131.62,None,1002.14,16.11,0
197,26-02-2019 04:00,92.42,187.19,102.44,12.7,181.8,27.97,16.06,1.01,13.14,2.42,None,1.1,0.52,212.71,None,1002.11,16.18,0
198,26-02-2019 05:00,77.96,133.91,92.84,10.7,163.87,27.94,15.91,0.84,12.17,2.2,None,1.12,0.31,168.58,None,1002.89,16.2,0
199,26-02-2019 06:00,76.23,127.04,84.49,11.82,151.3,32.63,16.18,0.89,11.7,2.14,None,0.83,1.64,150.72,0.83,986.04,16.18,0
200,26-02-2019 07:00,89.31,151.42,82.87,14.42,151.6,32.25,17.51,1.11,11.82,3.21,None,1.08,0.29,204.27,5.46,985.22,17.67,0.23
201,26-02-2019 08:00,119.19,228.69,70.33,17.66,134.21,31.39,22.77,0.91,20.59,2.78,None,0.87,0.5,149.96,None,1005.09,21.57,0
202,26-02-2019 09:00,97.67,194.92,55.09,16.95,108.39,31.93,21.27,0.92,23.7,1.8,None,0.73,1.06,226.52,None,1005.3,22.75,0
203,26-02-2019 10:00,81.42,137.34,26.59,22.15,67.25,24.68,16.03,0.85,16.13,2.2,None,1.03,2.07,227.73,5.07,987.05,19.98,0.21
204,26-02-2019 11:00,66.89,114.46,3.56,17.66,24.7,24.24,16.18,0.63,28.07,1.67,None,0.72,1.2,196.85,431.69,932.27,19.84,0
205,26-02-2019 12:00,63.5,98.98,1.99,10.48,14.43,25.05,15.34,0.6,16.66,1.34,None,0.55,2.12,236,406.12,1002.75,25.63,0
206,26-02-2019 13:00,50.06,93.06,1.66,8.96,12.28,24.43,14.81,0.51,16.23,1.13,None,0.46,3.19,226,339.51,928.5,24.16,0.22
207,26-02-2019 14:00,52.61,87.1,1.62,8.91,12.24,29.24,14.82,0.44,14.86,0.92,None,0.33,3.52,252.34,430.56,979.42,25.88,0.24
208,26-02-2019 15:00,34.22,72.43,1.49,10.26,13.51,28.23,14.72,0.41,18.09,0.82,None,0.3,2.12,251.43,282.11,980.27,26.55,0
209,26-02-2019 16:00,40,66.55,1.77,11.98,15.71,27.48,14.59,0.42,14.97,0.81,None,0.34,1.6,255.44,93.03,999.34,26.54,0
210,26-02-2019 17:00,39.69,87.16,2.34,22.02,27.39,26.95,16.66,0.73,31.18,1.02,None,0.54,0.87,239.51,9.69,999.55,24.98,0
211,26-02-2019 18:00,64.31,129.17,3.36,15.21,21.76,25.74,16.52,0.78,40.81,1.93,None,0.91,0.74,268.32,None,1000.75,23.77,0
212,26-02-2019 19:00,73.69,120.29,7.09,24.44,37.83,24.71,16.67,2.35,16.99,4.58,None,1.54,0.5,148.34,None,1001.89,22.46,0
213,26-02-2019 20:00,152.94,269.48,14.28,29.06,54.63,24.78,16.43,2.14,13,5.16,None,2.05,0.91,135.15,5.38,983.16,21.41,0.22
214,26-02-2019 21:00,149.34,252.73,24.32,32.51,74.69,24.98,16.95,2.17,14.37,5.85,None,2.25,0.55,114.37,None,1003.05,21.12,0
215,26-02-2019 22:00,132.66,253.92,19.71,25.22,59.39,30.38,17.1,1.65,15.56,3.86,None,1.67,0.53,149.83,None,1003.13,20.3,0
216,26-02-2019 23:00,115,199,29.73,32.59,82.39,31.31,16.73,1.66,11.85,3.18,None,1.37,0.65,106.59,5.38,964.65,18.63,0.45
217,27-02-2019 00:00,121,232.1,27.53,22.86,68.71,29.06,16.05,0.84,16.52,2.2,None,0.99,0.55,111.6,None,1003.24,18.59,0
218,27-02-2019 01:00,93.59,194.66,26.16,16.23,60.41,28.46,15.73,0.74,16.79,1.73,None,0.62,0.61,152.91,None,1003.57,18,0
219,27-02-2019 02:00,75.77,122.73,22.54,11.84,49.71,26.34,15.42,0.77,16.44,1.69,None,0.68,0.44,176.34,None,1003.21,17.43,0
220,27-02-2019 03:00,65.19,109.07,21.21,10.76,46.4,26.22,15.51,0.75,14.31,1.75,None,0.71,0.6,146.95,None,1003.07,16.68,0
221,27-02-2019 04:00,69.19,132.13,22.6,10.08,47.83,27.33,15.13,0.68,15.5,1.78,None,0.78,0.48,242.93,None,1003.46,16.29,0
222,27-02-2019 05:00,49.16,79.09,19.12,9.58,41.64,27.95,15.03,0.61,14.38,1.22,None,0.49,0.75,161.02,5,986.47,15.79,0.21
223,27-02-2019 06:00,56.39,84.36,23.48,11.05,50.35,32.44,15.34,0.73,14.3,1.62,None,0.59,0.51,148.84,None,1004.18,16.62,0
224,27-02-2019 07:00,74.56,144.19,21.35,12.6,48.48,33.71,16.07,0.62,27.63,1.68,None,0.53,0.9,162.41,None,1004.72,19.61,0
225,27-02-2019 08:00,51.31,94.61,12.27,12.44,33.37,32.18,18.07,0.47,45.58,1.07,None,0.35,1,140.99,None,1005.78,22.35,0
226,27-02-2019 09:00,34,59.05,6.42,13.14,24.62,31.36,32.94,0.42,53.38,0.93,None,0.32,1.53,141.49,7,981.03,23.71,0.29
227,27-02-2019 10:00,33.96,60.88,2.11,11,15.23,24.88,19.95,0.4,60.11,0.88,None,0.39,1.41,153.94,None,1005.69,23.71,0
228,27-02-2019 11:00,32.08,54.21,1.32,9.84,12.62,22.37,20.93,0.39,67.09,0.78,None,0.33,1.46,126.05,587.57,966.13,20.2,0
229,27-02-2019 12:00,36,66.78,1.47,11.37,14.6,22.25,26.68,0.43,78.1,1.1,None,0.3,1.21,87.87,148.85,1003.69,24.49,0
230,27-02-2019 13:00,45.71,77.11,1.56,11.07,14.38,21.64,19.59,0.4,37.46,1.11,None,0.35,1.02,225.17,5.38,984.57,21.91,0.22
231,27-02-2019 14:00,32.43,66.75,1.69,17.9,21.97,23.76,16,0.51,20.33,0.89,None,0.38,1.47,158.78,40.08,985.92,15.12,0
232,27-02-2019 15:00,43.72,57.83,1.81,13.21,17.18,25.39,15.44,0.48,26.74,0.86,None,0.39,0.74,147.03,43.72,1002.73,18.96,0
233,27-02-2019 16:00,39.14,51.11,2.05,12.42,16.69,26.49,15.28,0.47,30.02,0.82,None,0.32,0.75,119.17,20.52,1002.35,18.64,0
234,27-02-2019 17:00,46.08,54.31,2.35,12,16.76,27.74,15.17,0.57,31.32,0.85,None,0.33,0.52,127.59,7,983.93,18.19,0.23
235,27-02-2019 18:00,48.96,68.94,5.55,14.26,24.29,31.01,15.34,0.9,18.45,1.75,None,0.62,0.77,137.48,None,1002.96,18.3,0
236,27-02-2019 19:00,93.27,110.19,6.77,21.21,33.71,31.46,16.84,0.69,29.98,1.66,None,0.66,1.14,112.63,None,1003.47,18.6,0
237,27-02-2019 20:00,56.66,72.69,4.13,13.59,21.25,30.9,16.87,0.77,30.51,1.35,None,0.42,1.44,91.61,None,1004.46,18.12,0
238,27-02-2019 21:00,89.41,105.19,3.78,11.72,18.79,28.89,16.48,0.62,27.18,1.22,None,0.28,0.92,154.11,None,1004.19,17.85,0
239,27-02-2019 22:00,58.69,75.34,2.27,8.3,12.66,25.31,15.87,0.51,35.73,1.01,None,0.22,1.49,85.59,None,1003.72,17.49,0
240,27-02-2019 23:00,51,61.79,3.53,9.7,16.74,23.67,15.45,0.44,22.1,0.79,None,0.14,0.64,174.35,None,1003.58,17.06,0
241,28-02-2019 00:00,47,55,5.57,7.91,17.24,23.04,15.2,0.46,22.07,0.8,None,0.18,0.87,177.91,5.83,1003.7,16.17,0.48
242,01-03-2019 06:00,47.36,71.97,40.54,8.6,75.8,21.52,15.21,0.78,12.61,1.83,None,0.72,0.47,153.01,58.42,988.68,13.95,0
243,01-03-2019 07:00,83.11,106.92,45.9,9.43,85.45,21.94,14.97,0.69,15.3,2.05,None,0.76,0.68,185.16,243.38,1007.64,17.04,0
244,01-03-2019 08:00,60.88,83.19,34.79,12.65,70.67,24.34,15.74,0.63,19.61,1.65,None,0.51,1.3,196.45,443.82,1008.51,19.17,0
245,01-03-2019 09:00,58.04,83.84,12.5,15.53,37.13,24.26,17.6,0.51,34.49,1.4,None,0.53,1.3,119,419.13,1009.14,18.95,0
246,01-03-2019 10:00,58.86,78.25,4.38,14.22,22.45,23.58,18.16,0.47,34.69,1.14,None,0.36,1.58,168.42,733.3,1008.98,20.53,0
247,01-03-2019 11:00,54.69,72.5,1.58,11.05,14.46,22.25,16.25,0.43,24.27,0.98,None,0.34,1.54,228.75,768.77,1008.21,21.41,0
248,01-03-2019 12:00,47,70,1.42,8.91,11.83,19.76,14.93,0.4,17.32,0.83,None,0.27,2.47,252.29,769.7,1007.06,22.39,0
249,01-03-2019 13:00,34.79,55.66,1.42,8.96,12.02,18.09,14.45,0.34,19.99,0.67,None,0.24,2.56,270.79,673.53,1001.51,23.07,0.22
250,01-03-2019 14:00,24.07,37.38,1.31,7.97,10.7,18.14,14.51,0.3,31.16,0.54,None,0.2,2.14,225.91,511.97,1005.38,24.15,0
251,01-03-2019 15:00,25.79,40.02,1.48,7.6,10.55,18.19,14.28,0.29,22.92,0.5,None,0.25,2.16,271.65,300.42,984.13,23.63,0.24
252,01-03-2019 16:00,15.89,35.54,1.67,7.72,11.03,22.52,14.59,0.3,16.04,0.53,0.07,0.39,1.49,283.4,92.19,1005.09,23.16,0
253,01-03-2019 17:00,27.67,49.02,2.29,8.45,12.79,23.57,16.22,0.62,25.3,0.81,0.19,0.63,0.71,184.81,7.38,1005.41,21.35,0
254,01-03-2019 18:00,61.31,99.25,10.75,19.38,38.37,23.8,18.82,1.94,14.52,3.52,0.76,2.7,0.68,104,None,1006.02,19.48,0
255,01-03-2019 19:00,178.78,297.55,19.66,17.32,50.76,24.27,19.16,1.71,13.35,5.85,1.28,4.33,0.32,178.46,None,1007.01,19.05,0
256,01-03-2019 20:00,172.75,282.05,33.8,19.4,76.33,25,21.2,2.4,14.69,6.35,1.16,4.08,0.42,101.82,None,1007.67,19.12,0
257,01-03-2019 21:00,164.5,293.79,51.83,20.49,106.97,25.39,19.03,1.85,11.2,6.9,2.77,7.32,0.36,162.46,None,1008.23,18.68,0
258,01-03-2019 22:00,126.39,211.02,54.19,18.73,109.07,25.39,17.57,1.93,13.57,4.32,1.45,4.22,0.47,138.23,None,1008.36,18.24,0
259,01-03-2019 23:00,110,211,52.76,18.94,106.86,25.06,17.46,1.6,10.44,3.63,1.35,3.88,0.71,129.53,None,1008.33,17.41,0
260,02-03-2019 00:00,104.04,238.44,62.5,17.5,121.04,24.29,16.56,1.41,13.85,3.95,0.36,2.2,0.45,142.27,None,1008.19,16.41,0
261,02-03-2019 01:00,105.84,205.74,65.18,16.05,124.27,23.88,16.38,1.32,13.84,4.55,None,1.93,0.38,171.38,5.38,988.21,15.13,0.22
262,02-03-2019 02:00,98.08,207.99,68.01,15.21,127.94,23.41,15.97,1.12,12.89,4.39,None,1.83,0.59,160.22,0.97,965.06,14.48,0
263,02-03-2019 03:00,101.68,151.31,65.63,14.1,122.88,22.78,15.79,1.09,13.95,3.45,0.29,1.97,0.51,191.17,None,1006.84,14.41,0
264,02-03-2019 04:00,92.77,139.31,59.96,13.34,112.69,22.21,15.73,0.95,12.38,3.24,None,1.33,0.53,183.94,None,1007.14,14.01,0
265,02-03-2019 05:00,87.11,143.19,66.53,13.52,123.76,21.56,16,0.9,13.43,3.64,None,1.49,0.52,124.57,1.62,1007.57,13.62,0
266,02-03-2019 06:00,95.03,152.88,81.81,15.77,151.17,21.08,16.03,1.03,11.64,4,None,1.32,0.38,143.74,69.69,1008.09,14.68,0
267,02-03-2019 07:00,149.17,219.96,74.3,18.1,141.21,21.09,20.9,0.8,19.67,3.6,None,1.08,0.59,151.67,242.56,1009.15,17.82,0
268,02-03-2019 08:00,106.72,135.53,63.01,17.88,122.58,21.49,71.29,0.73,25.76,2.04,None,0.74,0.46,145.67,432.92,1009.65,21.66,0
269,02-03-2019 09:00,98.36,134.27,28,19.08,66.21,21.5,50.8,0.64,44.61,1.99,None,0.75,1.23,127.61,593.34,1009.56,22.27,0
270,02-03-2019 10:00,80.36,105.06,8.91,16.32,32.09,19.99,25.38,0.42,64.92,1.15,None,0.41,1.49,112.35,721.22,1008.7,23.36,0
271,02-03-2019 11:00,47.96,62.02,1.72,15.06,18.91,16.97,19.63,0.42,58.47,0.91,None,0.3,1.91,156.55,769.33,1007.46,23.99,0
272,02-03-2019 12:00,46.77,69.31,1.57,12.17,15.71,15.52,17.61,0.39,57.22,0.94,None,0.35,1.61,142.57,755.44,1006.21,24.96,0
273,02-03-2019 13:00,35.96,60.87,0.99,7.95,10.11,14.52,16.19,0.3,83.52,0.6,None,0.2,2.38,114.4,665.88,997.31,24.98,0.22
274,02-03-2019 14:00,33.68,52.85,1.25,8.23,10.82,12.18,15.66,0.29,91.33,0.54,None,0.18,2.1,92.95,520.62,1003.67,26.07,0
275,02-03-2019 15:00,25.18,49.11,3.32,19.38,26.14,12.34,16.34,0.38,84.34,0.53,0.14,0.51,1.93,110.53,303.37,1003.37,25.92,0
276,02-03-2019 16:00,32.77,61.09,2.56,20.47,26.08,13.71,15.94,0.4,82.51,0.68,0.14,0.5,1.84,81.33,96.75,1003.42,24.86,0
277,02-03-2019 17:00,29,72.64,1.87,22.18,26.83,11.74,16.52,0.61,69.8,1.17,None,0.5,0.97,95.12,6.88,1003.73,23.16,0
278,02-03-2019 18:00,54.42,102.94,3.97,21.09,29.17,12.67,21.7,1.33,33.57,1.97,None,0.89,0.72,100.66,None,1004.47,21.59,0
279,02-03-2019 19:00,117.56,201.17,24.1,29.18,70.87,14.86,32.71,2.29,11.48,4.49,None,1.86,0.51,101.79,None,1005.51,20.33,0
280,02-03-2019 20:00,161.5,287.75,48.74,37.7,120.48,16.09,24.48,2.42,14.45,7,None,2.92,0.53,89.38,None,1005.9,19.21,0
281,02-03-2019 21:00,163.32,282.88,63.48,33.45,140.09,17.31,21.85,2.38,12.55,6.41,None,2.3,0.49,106.73,None,1006.12,18.45,0
282,02-03-2019 22:00,171.82,309.3,73.5,27.8,150.57,18.34,19.72,2.1,12.82,5.8,None,2.39,0.58,94.56,None,1006.06,17.71,0
283,02-03-2019 23:00,167,325,92.52,26.4,182,18.76,18.75,1.64,11.83,5.95,None,2.75,0.43,156.17,None,1005.92,16.76,0
284,03-03-2019 00:00,141.46,347.04,96.09,18.28,177.32,19.69,17.56,1.46,15.1,5.18,None,2.66,0.5,116.67,None,1005.36,16.29,0
285,03-03-2019 01:00,149.81,389.5,105.97,18.12,193.44,19.88,16.95,1.4,15.33,5.94,None,2.66,0.67,210.21,5,986.87,15.02,0.21
286,03-03-2019 02:00,139.81,377.9,106.69,18.39,194.84,20.37,16.73,1.1,9.94,5.24,None,2.54,0.88,88.58,None,1004.4,14.91,0
287,03-03-2019 03:00,110,251,101.33,16.73,184.28,20.29,16.09,1.08,14.65,3.52,None,1.77,0.57,207.46,None,1004.02,14.57,0
288,03-03-2019 04:00,81.36,143.66,87.88,18.64,164.31,20.48,16.21,0.84,10.38,2.36,None,1.29,0.76,95.39,None,1003.96,14.4,0
289,03-03-2019 05:00,91.39,156.52,88.3,14.38,160.36,20.47,16.7,0.89,12.69,2.9,None,1.49,0.52,114.21,2.69,1004.48,14,0
290,03-03-2019 06:00,101.46,171.62,93.11,14.05,167.92,19.64,16.65,0.97,12.52,5.25,None,2.48,0.53,94.28,72.17,1005.1,14.76,0
291,03-03-2019 07:00,113.08,194.02,87.02,17.68,161.76,20.85,20.15,0.86,18.65,2.88,None,1.46,0.35,167.99,256.09,1005.71,19.1,0
292,03-03-2019 08:00,112.92,169.19,60.21,22.22,122.61,20.46,58.73,0.81,36.62,2.42,None,1.02,0.77,100.18,446.74,1005.57,22.58,0
293,03-03-2019 09:00,121.16,172.67,21.43,20.76,57.36,20.33,40.84,0.59,64.06,1.56,None,0.54,1.69,89.08,608.33,1004.99,23.12,0
294,03-03-2019 10:00,76,101.62,8.21,19.4,34.16,18.39,25.34,0.59,58.68,1.28,None,0.45,1.7,115.31,694.96,1004.41,24.52,0
295,03-03-2019 11:00,69.54,96.75,1.64,12.64,16.19,16.86,20.69,0.48,59.22,0.94,None,0.28,1.97,144.34,769.97,1003.5,25.29,0
296,03-03-2019 12:00,45.11,71.65,1.27,8.56,11.3,16.38,17.27,0.38,63.76,0.77,None,0.35,1.77,128.37,754.62,1002.22,26.37,0
297,03-03-2019 13:00,21.38,47.04,1.65,7.43,10.68,15.31,17.79,0.35,60.44,0.63,None,0.24,1.42,158.32,628.12,1001.16,27.27,0
298,03-03-2019 14:00,31,47.02,1.38,6.79,9.53,15.77,16.62,0.34,44.86,0.66,None,0.35,1.24,246.82,441.86,999.88,27.55,0
299,03-03-2019 15:00,31.11,47.29,1.41,8.39,11.3,15.61,17.49,0.33,68.1,0.68,None,0.33,1.1,137.09,242.62,998.79,27.23,0
300,03-03-2019 16:00,34.19,53.23,2.04,7.92,11.82,16.04,16.87,0.36,49.12,0.66,None,0.25,0.94,196.17,87.83,979.86,25.9,0.22
301,03-03-2019 17:00,44.58,68.5,2.77,9.25,14.39,16.57,17,0.57,28.91,0.78,None,0.5,0.87,285.42,6.54,982.05,24.1,0.21
302,03-03-2019 18:00,62.16,118.54,10.34,26.29,45.14,17.64,22.4,2.38,13.37,1.88,None,0.9,0.44,154.03,None,1000.44,22.74,0
303,03-03-2019 19:00,167.34,291.88,33.09,25.46,81.66,19.64,26.28,3.76,10.5,8.03,None,4.06,1.12,101.05,5.75,980.13,20.95,0.24
304,03-03-2019 20:00,234.25,426.56,58.4,35.3,134.18,21.52,23.44,3.21,10.72,8.5,None,4.88,0.37,138.08,0.97,980.38,21.22,0
305,03-03-2019 21:00,194.62,360.25,63.97,35.89,143.49,22.05,23.79,3.33,11.9,8.8,None,4.46,0.38,133.24,None,1002.04,20.86,0
306,03-03-2019 22:00,224.68,365.27,80.62,37.52,172.7,22.28,22.26,2.43,10.94,8,0.03,4.29,0.47,113.09,None,1001.6,20.41,0
307,03-03-2019 23:00,189,336.4,74.99,27.75,154.82,23.31,19.6,2.51,13.33,7.22,None,4.02,0.5,124.48,None,1001.27,19.64,0
308,04-03-2019 00:00,164.46,312.08,76.67,16.41,143.05,22,18.31,1.84,11.51,7.37,None,6.07,0.48,136.01,None,1000.82,18.6,0
309,04-03-2019 01:00,150.34,267.92,80.8,14.29,148.02,22.08,18.12,1.47,12.5,9.28,None,8.05,0.41,140.28,None,1000.27,18.06,0
310,04-03-2019 02:00,134,247.25,86.22,14.04,156.67,22.16,17.56,1.34,11.81,7.45,None,6.99,0.39,149.95,None,999.76,17.72,0
311,04-03-2019 03:00,118.77,221.41,94.02,14.58,170,22.31,17.81,1.12,12.82,6.21,None,6.49,0.36,134.14,None,999.44,17.2,0
312,04-03-2019 04:00,106.82,186.73,102.62,18.89,188.72,23.09,16.97,1.03,11.79,4.94,None,4.9,0.36,143.33,None,999.72,16.81,0
313,04-03-2019 05:00,102.93,164.34,108.38,16.05,195.11,22.43,16.89,1.11,14.06,4.7,None,4.18,0.43,134.03,3.84,979.3,16.05,0.24
314,04-03-2019 06:00,128.57,188.02,111.24,18.87,202.91,23.08,16.93,1.31,11.91,5.31,None,4.42,0.35,105.58,57.62,1001.09,17.13,0
315,04-03-2019 07:00,144.03,232.44,99.96,24.29,190.21,23.23,18.11,1.2,14.6,5.83,None,3.97,0.39,132.19,201.29,1002.16,20.42,0
316,04-03-2019 08:00,143.82,230.13,90.17,19.4,168.72,22.24,19.27,1.1,21.8,3.35,None,2.36,0.85,240.24,371.29,1002.94,22.88,0
317,04-03-2019 09:00,111.08,177.29,58.18,24.92,122.06,22,16.3,1.11,16.18,79.67,75.62,78.81,1.99,247.22,524.01,983.7,23.31,0.22
318,04-03-2019 10:00,87.66,123.54,22.34,24.16,62.52,21.07,17.07,0.82,32.01,15.58,12.6,14.94,1.66,217.35,626.58,996.22,24.78,0.21
319,04-03-2019 11:00,78.77,121.94,2.42,20.58,26,20.66,14.94,0.69,15.02,2.12,None,1.67,2.63,247.15,698.79,982.35,25.88,0
320,04-03-2019 12:00,72.72,107.93,1.39,10.84,13.93,21.58,15.4,0.54,27,1.36,None,1.02,1.56,232.49,685.72,1000.16,26.64,0
321,04-03-2019 13:00,64.94,103.79,1.18,9.84,12.45,20.53,15.25,0.48,31.23,1.05,None,0.64,2.07,232.72,563.37,960.45,25.95,0
322,04-03-2019 14:00,61.86,96.75,1.4,9.59,12.57,21.45,14.68,0.45,25.18,0.99,None,0.55,2.06,270.49,379.99,998.1,27.07,0
323,04-03-2019 15:00,57.88,88.16,1.5,8.34,11.46,21.77,15.08,0.43,34.21,0.84,None,0.49,1.26,253.73,234.39,976.85,26.59,0.24
324,04-03-2019 16:00,52.41,83.93,1.58,8.41,11.53,21.52,15.55,0.47,57.51,0.89,None,0.49,1.07,145.75,81.59,997.4,26.41,0
325,04-03-2019 17:00,62.31,104.04,2.35,16.88,21.95,21.62,17.27,0.82,69.22,1.15,None,0.51,0.71,103.26,7.73,997.89,25.07,0
326,04-03-2019 18:00,94.92,154.98,1.76,11.64,15.46,21.23,18.14,0.72,59.54,1.74,None,0.55,1.61,75.09,None,998.71,23.22,0
327,04-03-2019 19:00,92.33,184.29,1.45,11.35,14.47,21.55,17.98,0.47,60.92,0.99,None,0.28,2.32,88.75,0.89,980.43,20.68,0
328,04-03-2019 20:00,57.5,248.46,1.55,11.14,14.47,20.98,16.69,0.43,61.12,0.66,None,0.23,1.36,86.16,None,1000.55,19.56,0
329,04-03-2019 21:00,43.22,319.4,2.32,9.48,13.96,19.31,15.98,0.33,50.63,0.57,None,0.2,1.61,103.94,None,1000.84,18.56,0
330,04-03-2019 22:00,22.04,155.08,1.88,7.9,11.51,18.42,15.94,0.33,45.97,0.49,None,0.21,1.37,93.32,None,1000.91,18.19,0
331,04-03-2019 23:00,23,161,2.66,8.5,13.5,17.75,15.83,0.32,43.96,0.51,None,0.17,1.1,87.86,None,1000.9,18.17,0
332,05-03-2019 00:00,30,131.56,2.76,7.19,12.16,16.71,15.69,0.3,41.56,0.56,0.03,0.36,1.04,104.08,None,1000.45,17.63,0
333,05-03-2019 01:00,29.98,63.8,2.6,5.98,10.68,16.4,15.72,0.29,44.17,0.56,None,0.25,0.98,107.61,None,1000.13,17.3,0
334,05-03-2019 02:00,28.71,53.16,1.7,4.6,7.7,15.91,15.48,0.26,44.35,0.46,0.04,0.18,1.21,108.33,None,999.76,16.81,0
335,05-03-2019 03:00,21.21,32.32,2.43,7.84,12.34,15.67,19.92,0.26,36.67,0.42,0.04,0.15,0.93,106.77,None,999.54,16.86,0
336,05-03-2019 04:00,26.14,31.99,3.97,7.28,14.34,16.67,19.18,0.35,22.56,0.57,None,0.2,0.49,170.99,None,999.61,16.27,0
337,05-03-2019 05:00,30,47.64,5.12,9.47,18.55,16.99,17.3,0.46,19.02,0.57,None,0.19,0.57,121.85,0.33,1000.23,15.95,0
338,05-03-2019 06:00,36.77,59.58,4.05,7.92,15.09,18.22,19.52,0.33,34.95,0.89,None,0.25,0.95,106.89,56.72,1001.18,16.17,0
339,05-03-2019 07:00,31,47.77,2.54,7.46,12.14,18.69,21,0.32,49.47,0.71,None,None,1.44,99.64,208.91,1002.07,17.26,0
340,05-03-2019 08:00,35.54,47.38,5.14,12.94,22.44,17.83,22.85,0.68,51.99,1.09,0.03,0.3,1.52,91.69,379.72,1002.62,18.96,0
341,05-03-2019 09:00,144.58,149.9,4.41,13.66,21.91,19.58,35.78,0.92,41.88,3.51,None,0.93,1.16,104.64,508.72,996.47,20.61,0.21
342,05-03-2019 10:00,86.11,108.81,3.73,11.9,18.79,19.45,30.79,0.95,46.56,3.19,0.04,0.92,1.86,109.83,656.32,996.51,22.02,0.21
343,05-03-2019 11:00,89,108,3.85,13.43,20.81,18.98,20.66,0.61,59.03,2.04,None,0.62,2.62,94.98,693.91,982.13,22.57,0
344,05-03-2019 12:00,59.16,97.09,0.9,8.04,10.07,19.22,19.56,0.58,72.09,1.39,None,0.38,1.8,122.91,672.24,999.99,24.3,0
345,05-03-2019 13:00,62.86,101.09,1.07,8.19,10.56,18.36,18.28,0.53,73.27,1.25,None,0.34,1.58,108.98,562.34,998.77,25.3,0
346,05-03-2019 14:00,59.14,102.73,0.86,7.61,9.61,17.26,23.71,0.46,86,1.16,None,0.32,0.99,129.01,416.5,997.94,26.53,0
347,05-03-2019 15:00,61.87,98.23,1.15,7.28,9.69,16.98,24.01,0.46,87.01,0.79,None,0.24,0.73,167.12,242.34,997.3,26.88,0
348,05-03-2019 16:00,65.18,102.93,1.4,7.55,10.37,16.34,22.49,0.49,82.57,1.02,None,0.36,0.79,125.26,78.19,997.08,25.65,0
349,05-03-2019 17:00,72.21,130.42,3.22,13.02,19.17,17.49,20.36,1,56.59,1.25,None,0.46,0.54,159.31,4.42,997.63,23.88,0
350,05-03-2019 18:00,129.21,204.75,5.58,21.25,31.86,18.88,19.5,2.37,16.19,5.31,None,1.92,0.38,126.24,None,998.23,22.62,0
351,05-03-2019 19:00,267.35,408.42,5.69,12.2,22.49,19.83,18.6,1.27,25,5.17,None,2.1,2.31,226.51,None,1000.09,21.08,0
352,05-03-2019 20:00,146.96,451.15,2.85,13.33,18.96,22.46,16.75,0.52,37.15,1.19,0.14,0.79,0.97,142.73,None,1001.94,18.19,0
353,05-03-2019 21:00,46.34,66.77,3.21,9.28,15.18,21.81,16.54,0.55,38.27,0.99,None,0.38,0.56,115.54,None,1002.33,18.42,0
354,05-03-2019 22:00,54.64,71.72,3.4,7.88,14.09,22.5,16.46,0.53,38.7,1.11,None,0.47,0.6,133.6,None,1002.35,18.76,0
355,05-03-2019 23:00,45,62.67,3.22,7.58,13.45,23.12,16.91,0.51,42.56,0.89,None,0.34,0.51,189.29,None,1002.36,18.7,0
356,06-03-2019 00:00,55.17,94.3,3.38,7.3,13.32,24.4,17.36,0.52,33.55,0.82,None,0.26,1.83,230.93,8.16,952.1,17.76,0.29
